0,0,0,0.3434584
0,0,1,0.76529145
0,0,2,0.14072318
0,0,3,0.27900723
0,0,4,0.3240224
0,0,5,0.3078185
0,0,6,0.48516527
0,0,7,0.7028237
0,0,8,0.37536883
0,0,9,0.38813514
0,0,10,0.3097983
0,0,11,0.7218717
0,0,12,0.29936
0,0,13,0.6106836
0,0,14,0.217639
0,0,15,0.78874946
0,1,0,0.7754705
0,1,1,0.7914359
0,1,2,0.28974268
0,1,3,0.22969873
0,1,4,0.5324833
0,1,5,0.107047714
0,1,6,0.4607656
0,1,7,0.3394924
0,1,8,0.5679284
0,1,9,0.2258584
0,1,10,0.4645488
0,1,11,0.8559728
0,1,12,0.21923749
0,1,13,0.38762426
0,1,14,0.88115627
0,1,15,0.8242533
0,2,0,0.30177596
0,2,1,0.5742233
0,2,2,0.61153114
0,2,3,0.3051605
0,2,4,0.8245233
0,2,5,0.4487905
0,2,6,0.30353805
0,2,7,0.74243534
0,2,8,0.35597205
0,2,9,0.79343903
0,2,10,0.21982732
0,2,11,0.82591105
0,2,12,0.43062147
0,2,13,0.3898841
0,2,14,0.099231444
0,2,15,0.4664659
0,3,0,0.784828
0,3,1,0.4845845
0,3,2,0.5824653
0,3,3,0.6734001
0,3,4,0.93361396
0,3,5,0.91031647
0,3,6,0.39928398
0,3,7,0.5569724
0,3,8,0.3299364
0,3,9,0.31791046
0,3,10,0.7716649
0,3,11,0.34537214
0,3,12,0.7851677
0,3,13,0.747485
0,3,14,0.3045947
0,3,15,0.3306457
0,4,0,0.4664242
0,4,1,0.90625626
0,4,2,0.13096963
0,4,3,0.7292009
0,4,4,0.019608695
0,4,5,0.1827987
0,4,6,0.06492098
0,4,7,0.95468
0,4,8,0.9821796
0,4,9,0.12728862
0,4,10,0.68790215
0,4,11,0.16050035
0,4,12,0.37681764
0,4,13,0.10308394
0,4,14,0.39887482
0,4,15,0.7517239
0,5,0,0.59504473
0,5,1,0.6376852
0,5,2,0.3575326
0,5,3,0.5360939
0,5,4,0.832578
0,5,5,0.33771417
0,5,6,0.52717656
0,5,7,0.5699217
0,5,8,0.46907648
0,5,9,0.26352164
0,5,10,0.13012777
0,5,11,0.2815085
0,5,12,0.844185
0,5,13,0.520106
0,5,14,0.8219584
0,5,15,0.14962777
0,6,0,0.75201666
0,6,1,0.64240855
0,6,2,0.34843868
0,6,3,0.85423625
0,6,4,0.5451498
0,6,5,0.44401026
0,6,6,0.9737507
0,6,7,0.18733566
0,6,8,0.18234418
0,6,9,0.649773
0,6,10,0.49239886
0,6,11,0.7250798
0,6,12,0.40187043
0,6,13,0.8591827
0,6,14,0.16286123
0,6,15,0.72382075
0,7,0,0.45424584
0,7,1,0.36970785
0,7,2,0.7290011
0,7,3,0.2616968
0,7,4,0.22556819
0,7,5,0.5555275
0,7,6,0.3881936
0,7,7,0.7507878
0,7,8,0.2892568
0,7,9,0.5602054
0,7,10,0.24375977
0,7,11,0.24910736
0,7,12,0.24650855
0,7,13,0.77450997
0,7,14,0.62025756
0,7,15,0.23002045
0,8,0,0.20086595
0,8,1,0.8240015
0,8,2,0.71495324
0,8,3,0.27223733
0,8,4,0.3256492
0,8,5,0.56383
0,8,6,0.5296934
0,8,7,0.84921277
0,8,8,0.45316687
0,8,9,0.674229
0,8,10,0.85870713
0,8,11,0.5554904
0,8,12,0.5003577
0,8,13,0.7887281
0,8,14,0.86194086
0,8,15,0.5977669
0,9,0,0.40721765
0,9,1,0.5442713
0,9,2,0.20001532
0,9,3,0.5259734
0,9,4,0.7418442
0,9,5,0.4685206
0,9,6,0.16270792
0,9,7,0.6196282
0,9,8,0.41838232
0,9,9,0.23017184
0,9,10,0.18534231
0,9,11,0.12853248
0,9,12,0.5082498
0,9,13,0.32238567
0,9,14,0.19118087
0,9,15,0.3696053
0,10,0,0.44293392
0,10,1,0.5809062
0,10,2,0.2791313
0,10,3,0.84365106
0,10,4,0.61365664
0,10,5,0.854165
0,10,6,0.22326308
0,10,7,0.70934415
0,10,8,0.39913985
0,10,9,0.56832445
0,10,10,0.30093282
0,10,11,0.2399384
0,10,12,0.38067025
0,10,13,0.84520906
0,10,14,0.6303217
0,10,15,0.48599556
0,11,0,0.5973783
0,11,1,0.18465239
0,11,2,0.67477727
0,11,3,0.683223
0,11,4,0.025732689
0,11,5,0.4494317
